Smiles,pChEMBL Value
CCC(=O)O[C@H](C[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3[C@@H](OC)C=C4[C@@H](CC[C@H](O)C4(C)C)[C@]3(C)CC[C@]12C)C=C(C)C,4.72
CCCCC[C@H](O)c1c(O)cc2C(=O)c3cc(O)cc(O)c3C(=O)c2c1O,4.34
CN(C)CCOc1ccc2nc3c(c(C)c2c1)c4ccccc4n3CCN(C)C,6.18
CCCCN(O)C(=O)CCCCCCCCCC[C@@H]1Cc2cc(O)ccc2[C@H]3CC[C@]4(C)[C@@H](O)CC[C@H]4[C@H]13,5.04
O\N=C\1/C(=C\2/C(=O)Nc3ccc(OC(F)(F)F)cc23)/Nc4ccc(F)cc14,5.38
Nc1ccc2c(c1)C(=O)c3cccc4ccnc2c34,4.69
CC(C)(C#N)c1ccc(Nc2c(cnc3ccc(cc23)c4cnc5ccccc5c4)C(=O)N)cc1,6.02
COc1cc(cc(OC)c1OC)c2cc(\C=C\3/C(=O)Nc4ccccc34)[nH]n2,4.57
COc1ccc(cc1OC)c2cc(\C=C\3/C(=O)Nc4ccccc34)[nH]n2,4.44
Clc1ccc2\C(=C\c3cc(n[nH]3)c4ccc5OCOc5c4)\C(=O)Nc2c1,4.75
Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(OCCN5CCCC5)cc4,8.48
COc1cc(cc(OC)c1OC)C(=O)c2c([nH]c3cccc(F)c23)c4ccccc4,7.19
COc1cc(Sc2c([nH]c3cccc(Cl)c23)c4ccccc4)cc(OC)c1OC,6.54
CN(C)c1ccc(cc1)c2nnc(s2)c3c[nH]c4ccc(Br)cc34,4.54
CC(=C)[C@@H]1CC[C@@]2(CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]12)C(=O)OCCCN6CCCCC6,5.18
CN1C(=O)N(C)c2nc(NCc3ccccc3)n(C[C@@H](O)COc4ccccc4C)c2C1=O,5.81
COc1ccc(cc1)c2c(c3ccc(C)cc3)n4nc(c(CN5CCN(C)CC5)c4n2C)c6ccccc6,4.75
COc1ccc(cc1)c2c(c3ccccc3C#N)n4nc(cc4n2C)c5ccccc5,4.46
COc1ccc(cc1)c2cn3nc(c4ccccc4)c(C(=O)C(Cl)(Cl)Cl)c3n2C,5.3
COc1cc(cc(OC)c1OC)C(=O)c2c([nH]c3cccc(Br)c23)c4ccccc4,6.37
COc1cc(Sc2c([nH]c3cccc(Br)c23)c4ccccc4)cc(OC)c1OC,6.4
COc1cc(OC)c2cc(c(O)nc2c1)c3ccc(O)cc3,5.0
COc1ccc2cc(ccc2c1)c3cn(Cc4ccccc4N5C(=Nc6ccccc6C5=O)C)nn3,5.06
COc1cc2N=C(C)N(C(=O)c2cc1OC)c3ccccc3Cn4cc(CCO)nn4,4.85
COc1ccc(cc1)C2=Cc3c(OC)cc(OC)cc3N(CCc4nnn[nH]4)C2=O,5.0
NS(=O)(=O)c1ccc(cc1)N2N=C3C(CCc4ccccc34)C2c5ccccc5F,4.88
COc1ccc(cc1)c2cn3nc(c(CN(C)C)c3n2C)c4ccccc4,4.57
C[C@]12CCC=CC1=CC[C@@H]3[C@@H]2CC[C@@]4(C)[C@H]3CC[C@@]4(O)Cc5ccccn5,4.6875
CC(=O)OC[C@H]1OC([C@H](OC(=O)C)[C@@H](OC(=O)C)[C@H]1OC(=O)C)n2cc(CO[C@H]3CC[C@@]4(C)[C@@H](CC[C@]5(C)[C@@H]4CC[C@@H]6[C@H]7[C@@H](CC[C@@]7(CC[C@@]56C)C(=O)O)C(=C)C)C3(C)C)nn2,4.35
Fc1ccc(cc1)S(=O)(=O)Nc2cc(cnc2Cl)c3ccc4nc(NC(=O)NCCN5CCOCC5)sc4c3,6.02
COc1ncc(cc1NS(=O)(=O)c2ccc(F)cc2)c3ccc4nc(NC(=O)NCCN5CCN(C)CC5)sc4c3,6.33
C(=C\c1nc2ncccc2[nH]1)/c3ccccc3,5.12
[O-][N+](=O)c1ccc(Cl)c(\C=C\c2nc3ncccc3[nH]2)c1,4.27
c1ccc2c(c1)ccc3nc4ncccc4n23,4.12
C[C@H]1O[C@@H](O[C@H]2CC[C@@]3(C)[C@@H](CC[C@]4(C)[C@@H]3C=C[C@]56OC[C@@]7(CCC(C)(C)C[C@@H]57)[C@@H](O)C[C@@]46C)C2(C)C)[C@H](O)[C@@H](O[C@@H]8O[C@H](CO)[C@@H](O)[C@H](O)[C@H]8O)[C@H]1O,4.67
Nc1ccc2c(ccc3nc4ncccc4n23)c1,4.14
Cc1cccc(NS(=O)(=O)c2ccc(cc2)N3CCNC3=O)c1C,6.64
CCSc1nc(c2cc(OC)c(OC)c(OC)c2)c([nH]1)c3cccc(OC)c3OC,4.64
COc1cc(OCC(O)CNCCc2ccccc2)c3C(=O)[C@]4(O)[C@@H](COc5cc(OC)c(OC)cc45)Oc3c1,5.52
CC1=C2[C@H]3OC(=O)C4(C[C@@H](N(O4)c5ccccc5)c6cccc7ccccc67)[C@@H]3CC[C@@]2(C)C=CC1=O,4.85
COC(=O)[C@H]1O[C@@H](O[C@H]2CC[C@@]3(C)[C@@H](CC[C@]4(C)[C@@H]3CC=C5[C@@H]6[C@@H](C)[C@H](C)CC[C@@]6(CC[C@@]45C)C(=O)O)C2(C)C)[C@H](O)[C@@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@@H]1O,4.63
COC(=O)[C@@H]1N2[C@@H](CC2=O)S[C@@]1(C)CSc3oc(c4ccccc4)c(n3)c5ccccc5,4.7
CC(C(=O)NNC(=O)NC1CCCCC1)c2cccc(Cc3ccccc3)c2,4.8
NS(=O)(=O)c1ccc(cc1)N2N=C(CC2c3ccc4ccccc4c3)c5cccc(I)c5,4.96
COc1cc(cc(OC)c1OC)C(=O)C2Sc3nnc(c4cc(OC)c(OC)c(OC)c4)n3NC2c5cccs5,4.15
C[C@]12CC[C@H]3[C@@H](CC=C4C=CCC[C@]34C)[C@@H]1CC/C/2=C\c5ccccn5,4.343333333333334
CO[C@@]12O[C@@](C)(C=C1)[C@H](C[C@@H]3[C@H](\C=C/2\CO[C@@H]4OC[C@@H](O)[C@@H](OC(=O)C)[C@@H]4O)[C@H](CC=C3C)C(C)C)OC(=O)\C=C\c5cn(C)cn5,7.3
CO[C@@]12O[C@@](C)(C=C1)[C@H](C[C@@H]3[C@H](\C=C/2\CO[C@@H]4OC[C@@H](O)[C@@H](O)[C@@H]4OC(=O)C)[C@H](CC=C3C)C(C)C)OC(=O)\C=C\c5cn(C)cn5,7.0
OCCN(CCO)C(=O)COc1ccc(cc1)c2cc3ccccc3[nH]2,7.56
NC(=S)NNC(=O)COc1ccc(cc1)c2cc3ccccc3[nH]2,7.35
CC1(C)CC[C@@]2(CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]2C1)C(=O)NCC#C,4.61
COC(=O)[C@@]1(C)CC[C@]2(C)CC[C@]3(C)C(=CC(=O)[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]2C1,4.7
O=C(COc1ccc(cc1)c2cc3ccccc3[nH]2)Nc4ccncc4,7.68
Clc1ccc(cc1)S(=O)(=O)NC(=O)c2cccc(n2)C(=O)NS(=O)(=O)c3ccc(Cl)cc3,5.38
O=S(=O)(CCCCCCN\C(=N/C#N)\Nc1ccncc1)N(CCCN2CCOCC2)C3CCCCC3,9.96
[Br-].Cc1c2c(cc[n+]1Cc3ccccc3)c4ccc(OCCCc5ccccc5)cc4n2CCCc6ccccc6,5.18
CCCCn1c2cc(OC(CC)CC)ccc2c3ccnc(C)c13,5.27
Clc1ccc(CNc2ncccc2C(=O)NCc3cn(Cc4cccc(Oc5ccccc5)c4)nn3)cc1,5.6
[O-][N+](=O)c1ccc(cc1)c2nc(cc3c4ccccc4[nH]c23)C(=O)N\N=C\c5ccccc5,4.6
[O-][N+](=O)c1ccc(cc1)c2nc(cc3c4ccccc4[nH]c23)C(=O)N\N=C\C5CCCCC5,4.59
CC(=CCc1cc(ccc1O)C(=O)NC2=Cc3ccc(Oc4ccc(cc4)C(C)(C)C)c(C)c3OC2=O)C,4.69
[O-][N+](=O)c1cc(cc(c1Oc2c(Cl)cc(Cl)cc2\C=N\OCc3ccccc3Cl)[N+](=O)[O-])C(F)(F)F,5.71
[O-][N+](=O)c1cc(cc(c1Oc2c(Br)cc(Br)cc2\C=N/OCc3ccccc3)[N+](=O)[O-])C(F)(F)F,5.74
Nc1n[nH]c2nc(ccc12)C(F)(F)F,4.23
CN1CCC(CC1)Oc2ccc3C=C(NC(=O)c4ccc(OC(=O)C)c(CC=C(C)C)c4)C(=O)Oc3c2C,5.93
C[C@H]1O[C@H](C[C@H](O)[C@H]1O)c2c(O)cc(O)c3C(=O)C=C(Oc23)c4ccc(O)cc4,4.12
CC(C)Cc1ccc(cc1)C(C)C(=O)NNC(=O)NCc2ccccc2,4.54
CN(C)CCN1C(=O)c2cccc3c(NCC[Se]c4ccc(C)cc4)ccc(C1=O)c23,4.71
COc1ccccc1\C=C\C(=O)c2cccc(c2)c3cccc(F)c3,4.72
COc1ccc(cc1OC)c2cc(ccc2N)C(=O)\C=C\c3cccc(OC)c3OC,4.99
Cc1cc(C)c(C2CC(=O)c3ccccc3N2)c(C)c1,5.4
COc1cc(Sc2c([nH]c3ccccc23)c4ccsc4)cc(OC)c1OC,7.22
COc1ccc(cc1)c2nsc(n2)c3ccc(OC)cc3,4.76
Clc1ccccc1c2nsc(n2)c3ccccc3Cl,4.45
Ic1cccc(c1)c2nsc(n2)c3cccc(I)c3,4.43
Brc1cccc(c1)c2nsc(n2)c3cccc(Br)c3,4.51
COc1cc2C(=O)N3CCC[C@H]3C=Nc2cc1O,5.3
CC1(C)CC[C@@]2(CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]2C1)C(=O)OCCO,4.62
COc1cc(cc(OC)c1OC)c2nc(SC)[nH]c2c3ccccc3OC,4.91
CN1CCC(CC1)Oc2ccc(cc2)c3ccc(NC(=O)c4ccc(Cl)cc4)cc3,6.28
CC1=C2[C@H]3OC(=O)C4(CC(=NO4)c5cccc(F)c5)[C@@H]3CC[C@@]2(C)C=CC1=O,6.4
OC(=O)\C=C\c1ccc(cc1)\C(=C(\C2CCC2)/c3ccc(F)cc3C#N)\c4ccc5[nH]nc(F)c5c4,9.22
CC\C(=C(\c1ccc(\C=C\C(=O)O)cc1)/c2cc3cn[nH]c3cc2Cl)\c4ccccc4,7.065
CC\C(=C(\c1ccc(\C=C\C(=O)O)cc1)/c2ccc3[nH]nc(Cl)c3c2)\c4ccccc4,6.77
COc1ccc(cc1CC=C(C)C)C(=O)NC2=Cc3ccc(OC4CCN(C)CC4)c(C)c3OC2=O,5.8
CCCc1ccccc1NS(=O)(=O)c2cccc(NC(=O)NCCCCl)c2,4.75
CCCc1ccccc1OS(=O)(=O)c2ccc(NC(=O)NCCCCl)cc2,4.82
COC(=O)c1cc2c(OC(C)C)cc(OC)cc2[nH]1,5.2
CCCc1ccc(OS(=O)(=O)c2ccc(NC(=O)NCCCl)cc2)cc1,4.89
Cc1cccc2CN(COc12)c3ccc4C(=O)C=C(Oc4c3)c5ccccc5,4.83
Cc1cccc2CN(COc12)c3ccc4OC(=CC(=O)c4c3)c5ccccc5,4.84
CCCc1ccccc1NS(=O)(=O)c2ccc(NC(=O)NCC)cc2,4.43
CCCc1ccccc1NS(=O)(=O)c2cccc(NC(=O)NCC)c2,4.4
CCNC(=O)Nc1ccc(cc1)S(=O)(=O)Oc2ccccc2C,5.35
CCCCn1c2ccccc2c3cc(CNCCCCN(CC)CC)nc(c4cc(OC)c(OC)c(OC)c4)c13,5.28
COc1ccc(\C=C\c2cc(OC)cc(OC)c2\C=C\C(=O)N3CCC(CC3)c4ccccc4)cc1,5.37
CCCCCCN(CCCCCC)C(=O)\C=C\c1c(OC)cc(OC)cc1\C=C\c2ccc(OC)cc2,5.39
Clc1ccc(Cn2cc(\C=C\3/NC(=O)NC3=O)c4ccccc24)cc1,4.67
Brc1ccc2c(c1)c(\C=C\3/NC(=O)NC3=O)cn2Cc4ccccc4,5.12
COc1ccccc1\C=C/2\N(CC=C)C(=O)\C(=C/c3cccc(Br)c3)\NC2=O,5.27
COc1ccccc1\C=C/2\N(CC=C)C(=O)\C(=C/c3cccc(Cl)c3Cl)\NC2=O,5.68
COc1ccccc1\C=C/2\N(CC=C)C(=O)\C(=C/c3cc(F)ccc3C)\NC2=O,5.51
[O-][N+](=O)c1ccc2C=CS(=O)(=O)c2c1,5.555
COc1ccccc1\C=C/2\NC(=O)\C(=C/c3ccccc3OC)\N(C)C2=O,5.05
CN(C)CCOc1ccc(cc1)N2C(=O)c3cc(O)ccc3C=C2c4ccc(O)cc4,4.72
CCN(CC)CCCCNCc1cc2c3ccccc3n(C)c2c(n1)c4cc(OC)c(OC)c(OC)c4,4.44
O\N=C\1/C(=C\2/C(=O)Nc3ccc(F)cc23)/Nc4ccc(O)cc14,5.58
CCN(CC)C(=S)SC(CC(=O)c1ccccc1)c2ccccc2,4.77
CCN(CC)C(=S)SC(CC(=O)c1ccccc1)c2ccc(Cl)cc2,6.92
CCN(CC)C(=S)SC(CC(=O)C)c1ccccc1,4.64
COc1cc(NC(=O)\C=C\c2ccc(NC(=O)C(=C)Br)cc2)cc(OC)c1OC,5.52
COc1cccc(\C=C\C(=O)Nc2cc(OC)c(OC)c(OC)c2)c1,4.57
CCN(CC)C(=S)SC(CC(=O)c1ccc(OC)cc1)c2ccccc2Cl,7.16
COc1ccc(cc1O)[C@@H]2CC(=O)c3c(O)c(CC=C(C)C)c4OC(C)(C)C=Cc4c3O2,5.16
Oc1ccc(cc1)C2=C(CCOc3cc(F)ccc23)c4ccc(OCCN5CCCC5)cc4,5.19
O=C(Nc1ccc2C=CS(=O)(=O)c2c1)c3cc(nc4ccccc34)c5ccccc5,7.0
COc1cccc(c1)C2=C(NC(=O)c3ccccc3)C(=O)c4ccccc4C2=O,5.85
COc1ccc2c(ccc3c(c(O)cc(OC)c23)c4c(O)cc(OC)c5c4ccc6cc(OC)ccc56)c1,4.92
CCCCCCCCCCn1nc(c2ccc(nc12)C(F)(F)F)n3cc(CN4C(=NC(=CC4=O)C(F)(F)F)N)nn3,4.8
Cl.CC(=O)O[C@H]1CC[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2CC[C@@H]4[C@H]5[C@@H](CC[C@@]5(CC[C@@]34C)[C@@H](O)C#CCN6CCCC6)C(=C)C)C1(C)C,5.11
CN1CCC(CC1)Oc2ccc3C=C(NC(=O)c4cccc(CC=C(C)C)c4)C(=O)Oc3c2C,5.68
OC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)\C=C\C=C\c3ccc4OCOc4c3,6.06
CC(C)n1c(C)ncc1c2nc(Nc3ccc(cc3)N4CC[C@H](C4)NC(=O)C)ncc2F,6.85
Oc1cc(CN\C=C\2/C(=O)NC(=O)c3ccc(I)cc23)ccc1c4ccccn4,6.27
CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(cc3)N4CCN(CC4)C(=O)CO)n2,6.77
Cc1ccccc1NC2=C\C(=N\N=C(/N)\SCc3ccccc3)\C(=O)N=C2Nc4ccccc4C,4.79
CCOc1ccc(O)c(c1)C(=O)\C=C\c2ccc(C)s2,4.63
CCCOc1ccc(OC)cc1C(=O)\C=C\c2ccc(C)s2,6.1
Fc1ccc2C(=C(CCOc2c1)c3ccccc3)c4ccc(OCCN5CCCC5)cc4,5.73
Oc1ccc(cc1)C2=C(c3ccc(OCCN4CCCC4)cc3)c5ccc(F)cc5OCC2,7.67
COc1cc(OC)c(cc1OC)C2COc3c4C=CC(C)(C)Oc4ccc3C2=O,5.72
CCc1ccc(cc1)c2sc(N)nc2c3cc(OC)c(OC)c(OC)c3,6.93
CO[C@H]1C[C@H](C)CC2=C(NCCN(C)C)C(=O)C=C(NC(=O)\C(=C\C=C/[C@H](OC)[C@@H](OC(=O)N)\C(=C\[C@H](C)[C@H]1O)\C)\C)C2=O,6.472
C[C@H]1C\C=C/C(=O)[C@@H](O)[C@@H](O)C\C=C\c2cc(O)cc(O)c2C(=O)O1,4.99
CC(=O)Oc1cc(OC(=O)C)c2c(OC(=O)C)cc(C)c(Cl)c2c1OC(=O)C,4.29
CC(=CC(=O)O[C@@H]1CC(C)(C)C[C@@H]2C3=CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]12C(=O)O)C,4.225
Ic1ccc(OCCCCn2ccnc2)cc1,4.56
C[C@]12CC[C@@H](C[C@H]1CC[C@@H]3[C@@H]2CC[C@]4(C)[C@H](CC[C@]34O)C5=CC(=O)OC5)SCCS[C@H]6CC[C@@]7(C)[C@H](CC[C@@H]8[C@@H]7CC[C@]9(C)[C@H](CC[C@]89O)C%10=CC(=O)OC%10)C6,5.16
CC(=CCC[C@]1(C)[C@@H](Br)CC[C@@](C)(O)[C@H]1CCC(C)(O)C=C)C,4.11
CCN(C)C(=O)N1CCN(CC1)C(=S)SCc2cn(Cc3cc(OC)c(OC)c(OC)c3)nn2,4.16
CC(=O)c1ccc2[C@@H]3CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CCc2c1,6.48
COc1ncc(cc1NS(=O)(=O)c2ccc(F)cc2)c3ccn4nc(N)nc4c3,6.04
COc1cc(cc(OC)c1OC)C(=O)c2sc(nc2N)c3ccccc3,8.66
COc1cc(cc(OC)c1OC)C(=O)c2sc(nc2N)c3ccc(C)cc3,8.49
CC\C(=C(\c1ccc(\C=C\C(=O)O)cc1)/c2ccc3[nH]ncc3n2)\c4ccccc4,7.59
CC\C(=C(\c1ccc(\C=C\C(=O)O)cc1)/c2cc3cn[nH]c3cn2)\c4ccccc4,6.3900000000000015
OC(=O)\C=C\c1ccc(cc1)\C(=C(\C2CCCC2)/c3ccccc3)\c4ccc5[nH]ncc5c4,8.015
OC(=O)\C=C\c1ccc(cc1)\C(=C(\CCF)/c2ccccc2)\c3ccc4[nH]ncc4c3,8.765
CCCC\C(=C(\c1ccc(\C=C\C(=O)O)cc1)/c2ccc3[nH]ncc3c2)\c4ccccc4,7.98
Cl.COc1cc2ncnc(Nc3ccc(cc3)N(CCCl)CCCl)c2cc1OC,4.29
COc1cc2ncnc(Nc3cccc(c3)N(CCCl)CCCl)c2cc1OCCCN4CCOCC4,4.98
COc1cc(O)c2C(=O)O[C@@H](C)C\C=C/C(=O)[C@@H](O)[C@@H](O)C\C=C\c2c1,5.42
Fc1cccc(c1)c2cccc(c2)C(=O)\C=C\c3cccc(Br)c3,4.9
Cc1ccc2c(c1)sc3nc(c(Cn4cccc4)n23)c5ccccc5,5.42
CCC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C6=CCCC6)C=C(C)C)C(=C1C5(C)C)C,9.4
Clc1ncc2CCOc2n1,4.35
C[C@]12CC[C@H]3[C@@H]([C@H](CCCCCCCCCCC(=O)NO)Cc4cc(O)ccc34)[C@@H]1CC[C@@H]2O,5.53
Oc1cc(OCc2cn(nn2)[C@@H]3C[C@@H]4[C@H]5CCCN6CCC[C@@H](CN4C(=O)C3)[C@@H]56)ccc1C(=O)\C=C\c7cccc(c7)C(F)(F)F,5.05
CCCCCCCCCCCCn1cc(COC[C@@H]2OC[C@H](N)[C@H]2O)nn1,5.58
C[C@@H]1CC[C@@]2(CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]2[C@H]1C)C(=O)O,4.653333333333333
CCCCCCCCC#CC1=CN(CCC(COC(=O)C)COC(=O)C)C(=O)N(C(=O)c2ccccc2)C1=O,4.54
CC(=O)OC[C@H]1O[C@@H](OC[C@@H](COC(=O)CCCCCCCCC=C)OC(=O)CCCCCCCCC=C)[C@H](OC(=O)C)[C@@H](OC(=O)C)[C@@H]1OC(=O)C,4.59
[Cl-].COC(=O)c1cc2c3ccccc3[nH]c2c4cn(c[n+]14)c5ccc(C)cc5Br,5.16
COC(=O)[C@]12CCC(C)(C)C[C@H]1C3=CC[C@@H]4[C@@]5(C)CC6=C(NC(=S)N=C6c7ccccc7)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC2,4.51
CN1C(=O)C(=C(N=C1N2N=C(CC2c3ccccc3)c4ccc(Cl)cc4)c5ccccc5)C#N,4.91
COc1ccc(cc1OC)c2ccccc2C(=O)\C=C\c3ccc(F)cc3,5.15
COc1cc(\C=C\C(=O)c2ccccc2c3ccc(F)cc3)ccc1O,5.4
CC(=O)c1ccc(cc1)n2cc(nn2)C3=CC[C@@]4(C)C(=C)CCC[C@]4(C)CC3,4.18
C[C@]12CCCC(=C)[C@]1(C)CC=C(CC2)c3cn(nn3)c4cccc(c4)[N+](=O)[O-],4.39
Cc1cc(CN2C(=O)\C(=C\C(=O)Nc3cccnc3)\c4ccccc24)on1,4.87
Oc1cccc(c1)c2cccc(c2)C(=O)Nc3ccc(OCCN4CCCCC4)cc3,5.15
COc1ccc(cc1F)C(=O)N2N=C(CC2(O)c3ccc(Cl)cc3Cl)c4ccc(C)cc4,4.43
CC(C)(O)[C@@H]1CC[C@](C)(O1)[C@H]2CC[C@]3(C)[C@@H]2CC[C@@H]4[C@@]5(C)CCC(=O)[C@@](C)(CO)[C@@H]5CC[C@@]34C,4.74
COc1ccc(cc1)C2=NN(C(C2)c3ccc4OCOc4c3)C(=O)c5ccc(Cl)cc5,5.06
CC\C(=C(/c1ccccc1)\c2ccc(\C=C\C(=O)O)cc2)\c3ccccc3,6.353333333333333
CCn1nc(c2ccc(nc12)C(F)(F)F)n3cc(CN4C(=NC(=CC4=O)C(F)(F)F)N)nn3,4.02
Cc1oc(cc1)C(=O)\C=C\c2ccc(cc2)C(=O)O,4.71
COc1ccc(C(=O)\C=C\c2ccc(cc2)C(=O)O)c(OC)c1,4.55
CN1CCC(CC1)Oc2ccc(cc2)c3cccc(NC(=O)c4cccc(C)c4)c3,5.11
Fc1ccc(\C=N\NC(=O)CSc2oc(nn2)c3ccncc3)cc1,4.87
O=C(CCCCCCN\C(=N/C#N)\Nc1ccncc1)N(OCCN2CCOCC2)C3CCCCC3,9.38
Cc1ccc(C)c2nc(Cl)c(\C=C\3/SC(=S)NC3=O)cc12,5.02
Clc1nc2c(ccc3ccccc23)cc1\C=C\4/SC(=S)NC4=O,4.93
CCCC(CCC)C(=O)NC1=NC(=O)N(C=C1)[C@@H]2O[C@H](CO)[C@@H](O)C2(F)F,6.26
COc1ccc(OC)c(\C=C\c2cc(OC)c(O)c(OC)c2)c1,6.05
COc1ccc(cc1OC)c2cnn(c2)c3ccc4C(=O)N(CCN(C)C)C(=O)c5cccc3c45,6.1
CN(C)CCN1C(=O)c2cccc3c(ccc(C1=O)c23)n4cc(cn4)c5ccc(Br)cc5,4.97
CCCCCCCCCCC(=O)NC1=NC(=O)N(C=C1)[C@@H]2O[C@H](CO)[C@@H](O)C2(F)F,8.28
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN4CCOCC4,4.928181818181818
FC(F)(F)c1cc(NC(=O)c2ccc(Nc3ncnc4c3cnn4c5ccc(Cl)cc5)cc2)ccc1Cl,5.31
COc1cccc(c1)C(=O)Nc2cccc(c2)c3ccc(OC4CCN(C)CC4)cc3,5.35
CC1(C)CC[C@@]2(CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@@]34C)[C@@H]2C1)C(=O)NCCc6ccccc6,4.82
OC(CN1CCN(CC1)c2ccccc2)c3ccc(Br)cc3,5.24
OC(CN1CCN(CC1)C(c2ccc(F)cc2)c3ccc(F)cc3)c4ccc(Br)cc4,7.62
CCN(CC)CC(O)Cn1cc(C(=O)O)c2ccccc12,5.36
OC(CN1CCCCC1)Cn2cc(CC(=O)O)c3ccccc23,5.72
[Cl-].COC(=O)c1cc2c3ccccc3[nH]c2c4cn(c[n+]14)c5ccc(cc5)C(F)(F)F,4.85
COC1=CC=C2C(=CC1=O)[C@H](CCc3cc(OC)c(OC)c(OC)c23)NC(=O)CCCCCCCCCCCCCCC(=O)OCCCCC[C@H]4CC=CC(=O)O4,6.3
Cc1ccc(cc1)c2nc(SCc3cn(CC(=O)NC(=O)Nc4ccccn4)nn3)nc(Nc5cccc(Cl)c5)c2C#N,4.83
COc1ccc(Nc2nc(SCc3cn(CC(=O)NC(=O)Nc4ccccn4)nn3)nc(c5ccc(C)cc5)c2C#N)cc1,4.63
COc1cccc(c1)N2CCN(CC(O)c3ccc(Br)cc3)CC2,5.84
COC(=O)[C@@]1(C)CCC[C@]2(C)[C@@H](Cc3c(C)ccc4C(=O)C=CC(=O)c34)C(=C)CC[C@@H]12,6.46
[Br-].CCc1[n+](CC(=O)c2ccc3ccccc3c2)ccn1Cc4oc5ccccc5c4,5.59
[Br-].O=C(C(c1ccccc1)[n+]2cn(Cc3oc4ccccc4c3)c5ccccc25)c6ccccc6,5.01
CCN1C[C@]2(COC)[C@H](O)C[C@H](OC)[C@@]34[C@@H]5C[C@]6(O)[C@@H](OC)[C@H](O)[C@@](OC(=O)CCCCCC(=O)O[C@]78[C@@H](O)[C@H](OC)[C@@]9(O)C[C@H]([C@@H]7[C@H]9OC(=O)c%10ccccc%10)[C@@]%11%12[C@H](C[C@@H](O)[C@@]%13(COC)CN(CC)C%11[C@@H]8[C@H](OC)[C@@H]%12%13)OC)([C@H]5[C@H]6OC(=O)c%14ccccc%14)[C@@H]([C@H](OC)[C@H]23)C14,5.12
CCN1C[C@]2(COC)[C@H](O)C[C@H](OC)[C@@]34[C@@H]5C[C@]6(O)[C@@H](OC)[C@H](O)[C@@](OC(=O)CCCCCCCC(=O)O[C@]78[C@@H](O)[C@H](OC)[C@@]9(O)C[C@H]([C@@H]7[C@H]9OC(=O)c%10ccccc%10)[C@@]%11%12[C@H](C[C@@H](O)[C@@]%13(COC)CN(CC)C%11[C@@H]8[C@H](OC)[C@@H]%12%13)OC)([C@H]5[C@H]6OC(=O)c%14ccccc%14)[C@@H]([C@H](OC)[C@H]23)C14,4.77
C\C(=N/NC(=S)Nc1ccccc1[N+](=O)[O-])\c2ccccn2,8.24
[O-][N+](=O)c1ccc2NC(=O)C3(N[C@@H]([C@H](C3C(=O)c4ccc(OCCN5CCOCC5)cc4)c6ccccc6)c7ccccc7)c2c1,4.61
Cc1cc(on1)\C=C\c2ccc(O)c(O)c2,5.2
COc1ccc(cc1)[C@@H]2[C@H](NC3(C2C(=O)c4ccccc4)C(=O)Nc5ccccc35)c6ccccc6,4.69
Oc1ccc(cc1)[C@@H]2[C@H](NC3(C2C(=O)c4ccccc4)C(=O)Nc5ccccc35)c6ccccc6,4.44
COc1cc(\C=C\c2cc(C)[nH]n2)ccc1O,4.78
ONC(=O)\C=C\c1ccc(OC[C@H](Cc2c[nH]c3ccccc23)NC(=O)Cc4ccccc4)cc1,5.53
CN(C)CCNc1cc(C)nc2c3cc4ccccc4nc3nn12,4.15
COc1ccc(C(=O)N2CCc3nc(ncc3C2)N4CCN(CC4)c5ncccn5)c(OC)c1,4.7
