,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255
LXF289,0.0,0.0,0.0,0.0,0.0,0.0,0.90687895,0.0,0.05401791,0.0,0.30298126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22682916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0237708,0.1608641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.162579,0.0,0.0,0.027500968,0.0,0.0,0.0,0.14015059,0.0,0.0,0.0,0.0,2.0191107,0.15658174,0.0,0.0,0.0,0.41137728,0.0,0.0,0.0,0.0,0.0,0.39657024,0.0,0.0,0.04853171,0.3877734,0.0,0.0,0.0,0.36922076,0.0,0.0,0.0,0.0,1.1100578,0.0,0.0,0.0,1.4129262,0.20718364,0.0,0.0,0.0,0.0,1.2982591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49649256,0.0,0.0,0.03042866,0.0,0.0,0.0,0.0,0.0,0.09620978,0.0,0.41424674,2.5087435,3.1256497,1.2165616,0.0,0.0,0.0,0.0,0.0,0.6609207,0.0,0.0,0.0,0.0,0.34995934,0.0,0.0,0.0,0.0,0.40986443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71709,0.0,0.0,1.0434369,0.0,0.0,0.0,0.0,0.0,0.0,0.13636485,2.1021464,0.0,0.0,0.36617526,0.0,0.0,0.0,0.0,0.0,3.131521,0.0,0.0,2.7171063,0.17986792,0.0,0.0,0.0,0.0,0.0,0.07993617,0.0,0.36429,0.0,1.3390964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9453182,0.0,0.0,0.0,0.0,0.07899861,0.0,2.9186494,0.0,0.0,1.6383187,0.0,0.0,0.0,0.82326096,0.9513035,0.0,0.0,2.275947,0.0,4.403781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.077928156,1.2137952,0.0,0.0,0.0,0.0,0.0,0.0,1.8797988,0.0,0.0,2.033503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7672329,0.8028873,0.0,0.0,0.0,1.1077937,0.0,0.0,0.0,0.0,2.8054056,0.0,0.0,0.0,3.125284,0.0,0.0,0.0,0.0,0.0,1.9622861,0.0,0.0
M059K,0.0,0.0,0.0,0.0,0.0,0.0,1.145715,0.0,0.069206245,0.0,0.38170314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2849367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8315284,0.20012979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0061383,0.0,0.0,0.034774166,0.0,0.0,0.0,0.17621498,0.0,0.0,0.0,0.0,2.5631425,0.20046644,0.0,0.0,0.0,0.522707,0.0,0.0,0.0,0.0,0.0,0.5071012,0.0,0.0,0.065724075,0.48811913,0.0,0.0,0.0,0.47081023,0.0,0.0,0.0,0.0,1.410057,0.0,0.0,0.0,1.7906015,0.2604317,0.0,0.0,0.0,0.0,1.6471996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6286514,0.0,0.0,0.041177284,0.0,0.0,0.0,0.0,0.0,0.119712606,0.0,0.52021444,3.1778822,3.9541125,1.542151,0.0,0.0,0.0,0.0,0.0,0.84459126,0.0,0.0,0.0,0.0,0.44299552,0.0,0.0,0.0,0.0,0.51595217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9124302,0.0,0.0,1.326085,0.0,0.0,0.0,0.0,0.0,0.0,0.17283788,2.6611617,0.0,0.0,0.45889127,0.0,0.0,0.0,0.0,0.0,3.9710152,0.0,0.0,3.4437227,0.22764239,0.0,0.0,0.0,0.0,0.0,0.09967073,0.0,0.46270555,0.0,1.6909947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7315392,0.0,0.0,0.0,0.0,0.10554981,0.0,3.698977,0.0,0.0,2.0770662,0.0,0.0,0.0,1.0426756,1.2093393,0.0,0.0,2.8837953,0.0,5.5757356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10956475,1.5383552,0.0,0.0,0.0,0.0,0.0,0.0,2.3850067,0.0,0.0,2.57456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9749615,1.019157,0.0,0.0,0.0,1.4068801,0.0,0.0,0.0,0.0,3.555327,0.0,0.0,0.0,3.9614584,0.0,0.0,0.0,0.0,0.0,2.4861143,0.0,0.0
M07E,0.0,0.0,0.0,0.0,0.0,0.0,1.0265683,0.0,0.061662562,0.0,0.34238738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25581768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4285395,0.18066294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5852168,0.0,0.0,0.031271677,0.0,0.0,0.0,0.1581934,0.0,0.0,0.0,0.0,2.2917175,0.17848517,0.0,0.0,0.0,0.46712834,0.0,0.0,0.0,0.0,0.0,0.452005,0.0,0.0,0.05712366,0.43802375,0.0,0.0,0.0,0.42002335,0.0,0.0,0.0,0.0,1.2602767,0.0,0.0,0.0,1.6020687,0.23378585,0.0,0.0,0.0,0.0,1.4730774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5626572,0.0,0.0,0.035978418,0.0,0.0,0.0,0.0,0.0,0.10801102,0.0,0.4673173,2.84402,3.5408506,1.3796912,0.0,0.0,0.0,0.0,0.0,0.7529823,0.0,0.0,0.0,0.0,0.3966366,0.0,0.0,0.0,0.0,0.46299073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8150037,0.0,0.0,1.1849515,0.0,0.0,0.0,0.0,0.0,0.0,0.15459314,2.3822916,0.0,0.0,0.4125477,0.0,0.0,0.0,0.0,0.0,3.5520067,0.0,0.0,3.0812688,0.20377621,0.0,0.0,0.0,0.0,0.0,0.08990022,0.0,0.41359586,0.0,1.5155605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3391163,0.0,0.0,0.0,0.0,0.09240727,0.0,3.3095787,0.0,0.0,1.8580498,0.0,0.0,0.0,0.9331587,1.0805417,0.0,0.0,2.580509,0.0,4.9908705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0937731,1.3763708,0.0,0.0,0.0,0.0,0.0,0.0,2.1329348,0.0,0.0,2.3046825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8713486,0.91127735,0.0,0.0,0.0,1.2576613,0.0,0.0,0.0,0.0,3.1810298,0.0,0.0,0.0,3.544135,0.0,0.0,0.0,0.0,0.0,2.2246056,0.0,0.0
MALME3M,0.0,0.0,0.0,0.0,0.0,0.0,1.1686332,0.0,0.07062847,0.0,0.38935953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29039106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.909365,0.20402522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0873904,0.0,0.0,0.035552364,0.0,0.0,0.0,0.17965381,0.0,0.0,0.0,0.0,2.615489,0.20472895,0.0,0.0,0.0,0.5334157,0.0,0.0,0.0,0.0,0.0,0.5178132,0.0,0.0,0.06740579,0.49782065,0.0,0.0,0.0,0.48030767,0.0,0.0,0.0,0.0,1.438941,0.0,0.0,0.0,1.8269424,0.26542348,0.0,0.0,0.0,0.0,1.680858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6414315,0.0,0.0,0.04235257,0.0,0.0,0.0,0.0,0.0,0.12189247,0.0,0.5305005,3.2422848,4.033911,1.573456,0.0,0.0,0.0,0.0,0.0,0.8622938,0.0,0.0,0.0,0.0,0.4520207,0.0,0.0,0.0,0.0,0.5261801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93129265,0.0,0.0,1.3532819,0.0,0.0,0.0,0.0,0.0,0.0,0.176379,2.715099,0.0,0.0,0.46769577,0.0,0.0,0.0,0.0,0.0,4.0519133,0.0,0.0,3.5136204,0.23233324,0.0,0.0,0.0,0.0,0.0,0.10156133,0.0,0.4721189,0.0,1.7249217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8071973,0.0,0.0,0.0,0.0,0.10810375,0.0,3.7741225,0.0,0.0,2.1193705,0.0,0.0,0.0,1.0637366,1.2341183,0.0,0.0,2.9423766,0.0,5.6885424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.112718076,1.5696357,0.0,0.0,0.0,0.0,0.0,0.0,2.4336874,0.0,0.0,2.6265578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99495256,1.0400411,0.0,0.0,0.0,1.4358573,0.0,0.0,0.0,0.0,3.627504,0.0,0.0,0.0,4.041901,0.0,0.0,0.0,0.0,0.0,2.5365171,0.0,0.0
MC116,0.0,0.0,0.0,0.0,0.0,0.0,1.0671219,0.0,0.06404293,0.0,0.35582238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26568177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5658782,0.1874419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7287161,0.0,0.0,0.03267167,0.0,0.0,0.0,0.16427283,0.0,0.0,0.0,0.0,2.3840096,0.1861399,0.0,0.0,0.0,0.4861339,0.0,0.0,0.0,0.0,0.0,0.47091225,0.0,0.0,0.059993207,0.4552014,0.0,0.0,0.0,0.4371032,0.0,0.0,0.0,0.0,1.3112017,0.0,0.0,0.0,1.6662042,0.24265717,0.0,0.0,0.0,0.0,1.5325564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5850716,0.0,0.0,0.037869077,0.0,0.0,0.0,0.0,0.0,0.111695066,0.0,0.4855406,2.9576614,3.6816592,1.4351434,0.0,0.0,0.0,0.0,0.0,0.78410095,0.0,0.0,0.0,0.0,0.41252074,0.0,0.0,0.0,0.0,0.48101702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8482665,0.0,0.0,1.2326924,0.0,0.0,0.0,0.0,0.0,0.0,0.16103938,2.4774327,0.0,0.0,0.42812407,0.0,0.0,0.0,0.0,0.0,3.694722,0.0,0.0,3.204699,0.21185657,0.0,0.0,0.0,0.0,0.0,0.09300264,0.0,0.4303319,0.0,1.5753813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.472885,0.0,0.0,0.0,0.0,0.096858144,0.0,3.4424348,0.0,0.0,1.9326587,0.0,0.0,0.0,0.97041,1.1243695,0.0,0.0,2.6839578,0.0,5.1902337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09907839,1.4315968,0.0,0.0,0.0,0.0,0.0,0.0,2.218973,0.0,0.0,2.3965733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90655494,0.9482073,0.0,0.0,0.0,1.3085331,0.0,0.0,0.0,0.0,3.308455,0.0,0.0,0.0,3.686216,0.0,0.0,0.0,0.0,0.0,2.3136225,0.0,0.0
MCAS,0.0,0.0,0.0,0.0,0.0,0.0,1.1491177,0.0,0.06927181,0.0,0.38275528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28564635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.842952,0.20101143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.018053,0.0,0.0,0.035134297,0.0,0.0,0.0,0.17662053,0.0,0.0,0.0,0.0,2.570538,0.20117216,0.0,0.0,0.0,0.52442765,0.0,0.0,0.0,0.0,0.0,0.5089326,0.0,0.0,0.06591439,0.4895973,0.0,0.0,0.0,0.4719419,0.0,0.0,0.0,0.0,1.413955,0.0,0.0,0.0,1.795665,0.26085973,0.0,0.0,0.0,0.0,1.6521748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6303758,0.0,0.0,0.041491162,0.0,0.0,0.0,0.0,0.0,0.11963524,0.0,0.52204806,3.1871908,3.9658976,1.546905,0.0,0.0,0.0,0.0,0.0,0.8470806,0.0,0.0,0.0,0.0,0.44439498,0.0,0.0,0.0,0.0,0.5173725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91529536,0.0,0.0,1.3295015,0.0,0.0,0.0,0.0,0.0,0.0,0.17362109,2.6691678,0.0,0.0,0.45986056,0.0,0.0,0.0,0.0,0.0,3.9825413,0.0,0.0,3.4538174,0.22818896,0.0,0.0,0.0,0.0,0.0,0.09969004,0.0,0.46420193,0.0,1.6961422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7425346,0.0,0.0,0.0,0.0,0.10603434,0.0,3.7102249,0.0,0.0,2.083108,0.0,0.0,0.0,1.0456206,1.2128971,0.0,0.0,2.8924623,0.0,5.592184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10990545,1.5428753,0.0,0.0,0.0,0.0,0.0,0.0,2.3922296,0.0,0.0,2.582162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97780037,1.0224508,0.0,0.0,0.0,1.4111401,0.0,0.0,0.0,0.0,3.5656369,0.0,0.0,0.0,3.973009,0.0,0.0,0.0,0.0,0.0,2.4932752,0.0,0.0
MCF7,0.0,0.0,0.0,0.0,0.0,0.0,0.94049716,0.0,0.0563348,0.0,0.31405926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23488013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.137674,0.16643025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.281328,0.0,0.0,0.028465968,0.0,0.0,0.0,0.14516489,0.0,0.0,0.0,0.0,2.0958023,0.16274549,0.0,0.0,0.0,0.42695764,0.0,0.0,0.0,0.0,0.0,0.41216025,0.0,0.0,0.050974548,0.40189755,0.0,0.0,0.0,0.3834341,0.0,0.0,0.0,0.0,1.152444,0.0,0.0,0.0,1.4661939,0.21468334,0.0,0.0,0.0,0.0,1.3474009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51506263,0.0,0.0,0.032137286,0.0,0.0,0.0,0.0,0.0,0.0995474,0.0,0.42898232,2.6030881,3.2424045,1.2622364,0.0,0.0,0.0,0.0,0.0,0.6868803,0.0,0.0,0.0,0.0,0.3628984,0.0,0.0,0.0,0.0,0.42482919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7445951,0.0,0.0,1.0834489,0.0,0.0,0.0,0.0,0.0,0.0,0.14145818,2.180918,0.0,0.0,0.37928963,0.0,0.0,0.0,0.0,0.0,3.249881,0.0,0.0,2.8196259,0.18668988,0.0,0.0,0.0,0.0,0.0,0.08270522,0.0,0.37814665,0.0,1.3886954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0559256,0.0,0.0,0.0,0.0,0.082749456,0.0,3.0283463,0.0,0.0,1.700234,0.0,0.0,0.0,0.8542692,0.9876588,0.0,0.0,2.36149,0.0,4.568802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08242187,1.2595857,0.0,0.0,0.0,0.0,0.0,0.0,1.9508497,0.0,0.0,2.1097674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7965836,0.83337164,0.0,0.0,0.0,1.1499554,0.0,0.0,0.0,0.0,2.911075,0.0,0.0,0.0,3.2430446,0.0,0.0,0.0,0.0,0.0,2.0360656,0.0,0.0
MDAMB134VI,0.0,0.0,0.0,0.0,0.0,0.0,1.1339635,0.0,0.068304725,0.0,0.3777737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28184715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7915895,0.19854821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9644434,0.0,0.0,0.034701925,0.0,0.0,0.0,0.17435114,0.0,0.0,0.0,0.0,2.5361137,0.19825323,0.0,0.0,0.0,0.51728207,0.0,0.0,0.0,0.0,0.0,0.5017942,0.0,0.0,0.06470731,0.48321405,0.0,0.0,0.0,0.4655527,0.0,0.0,0.0,0.0,1.3948615,0.0,0.0,0.0,1.7717352,0.25749534,0.0,0.0,0.0,0.0,1.6300217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.622043,0.0,0.0,0.04092486,0.0,0.0,0.0,0.0,0.0,0.118361846,0.0,0.5152566,3.1447253,3.9133465,1.5261052,0.0,0.0,0.0,0.0,0.0,0.8354204,0.0,0.0,0.0,0.0,0.43865803,0.0,0.0,0.0,0.0,0.5107379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9029492,0.0,0.0,1.3115674,0.0,0.0,0.0,0.0,0.0,0.0,0.17115751,2.6337297,0.0,0.0,0.4540649,0.0,0.0,0.0,0.0,0.0,3.9293365,0.0,0.0,3.407692,0.22514054,0.0,0.0,0.0,0.0,0.0,0.09865721,0.0,0.457825,0.0,1.673847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6926324,0.0,0.0,0.0,0.0,0.10429528,0.0,3.6605377,0.0,0.0,2.0551662,0.0,0.0,0.0,1.0316024,1.1963679,0.0,0.0,2.8538492,0.0,5.517687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1078715,1.5221543,0.0,0.0,0.0,0.0,0.0,0.0,2.3601964,0.0,0.0,2.5478141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96456665,1.0086062,0.0,0.0,0.0,1.392072,0.0,0.0,0.0,0.0,3.5179827,0.0,0.0,0.0,3.9198754,0.0,0.0,0.0,0.0,0.0,2.4600706,0.0,0.0
MDAMB231,0.0,0.0,0.0,0.0,0.0,0.0,0.9906574,0.0,0.059156723,0.0,0.33061644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2471578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.307112,0.17489605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.458371,0.0,0.0,0.030385833,0.0,0.0,0.0,0.15267019,0.0,0.0,0.0,0.0,2.2095108,0.17215993,0.0,0.0,0.0,0.4505049,0.0,0.0,0.0,0.0,0.0,0.43557522,0.0,0.0,0.054559916,0.42311436,0.0,0.0,0.0,0.40450743,0.0,0.0,0.0,0.0,1.2148962,0.0,0.0,0.0,1.5451584,0.22562627,0.0,0.0,0.0,0.0,1.4207823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5426056,0.0,0.0,0.034471493,0.0,0.0,0.0,0.0,0.0,0.103968754,0.0,0.4516833,2.7431214,3.4162667,1.3308806,0.0,0.0,0.0,0.0,0.0,0.7251714,0.0,0.0,0.0,0.0,0.38266206,0.0,0.0,0.0,0.0,0.44698948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7855891,0.0,0.0,1.1419142,0.0,0.0,0.0,0.0,0.0,0.0,0.1495488,2.2982643,0.0,0.0,0.39841658,0.0,0.0,0.0,0.0,0.0,3.4254785,0.0,0.0,2.9718974,0.19645697,0.0,0.0,0.0,0.0,0.0,0.0865651,0.0,0.39894673,0.0,1.4626693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.220864,0.0,0.0,0.0,0.0,0.088395745,0.0,3.1924372,0.0,0.0,1.7919822,0.0,0.0,0.0,0.9001047,1.0417802,0.0,0.0,2.489096,0.0,4.814713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08891174,1.3275317,0.0,0.0,0.0,0.0,0.0,0.0,2.0569546,0.0,0.0,2.2234566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8400904,0.8790119,0.0,0.0,0.0,1.2126205,0.0,0.0,0.0,0.0,3.0681062,0.0,0.0,0.0,3.4181247,0.0,0.0,0.0,0.0,0.0,2.145658,0.0,0.0
MDAMB361,0.0,0.0,0.0,0.0,0.0,0.0,1.2247814,0.0,0.07413126,0.0,0.407672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30397567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0985246,0.2133271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.285083,0.0,0.0,0.037430625,0.0,0.0,0.0,0.18806176,0.0,0.0,0.0,0.0,2.7427835,0.21495257,0.0,0.0,0.0,0.55964845,0.0,0.0,0.0,0.0,0.0,0.5438329,0.0,0.0,0.07147479,0.5213267,0.0,0.0,0.0,0.5040387,0.0,0.0,0.0,0.0,1.5090194,0.0,0.0,0.0,1.9151907,0.27763963,0.0,0.0,0.0,0.0,1.7624807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67225474,0.0,0.0,0.04493488,0.0,0.0,0.0,0.0,0.0,0.12712975,0.0,0.5554759,3.3989778,4.228002,1.6500279,0.0,0.0,0.0,0.0,0.0,0.9053074,0.0,0.0,0.0,0.0,0.47372958,0.0,0.0,0.0,0.0,0.55090964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97709846,0.0,0.0,1.4191238,0.0,0.0,0.0,0.0,0.0,0.0,0.18505135,2.8461628,0.0,0.0,0.48924524,0.0,0.0,0.0,0.0,0.0,4.2482023,0.0,0.0,3.683784,0.24344978,0.0,0.0,0.0,0.0,0.0,0.10595294,0.0,0.4952733,0.0,1.807546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9913428,0.0,0.0,0.0,0.0,0.114519864,0.0,3.9572487,0.0,0.0,2.222051,0.0,0.0,0.0,1.1151518,1.294598,0.0,0.0,3.084779,0.0,5.9630303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12005088,1.6455402,0.0,0.0,0.0,0.0,0.0,0.0,2.5520627,0.0,0.0,2.7532318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0435889,1.0907999,0.0,0.0,0.0,1.505874,0.0,0.0,0.0,0.0,3.8029466,0.0,0.0,0.0,4.2376857,0.0,0.0,0.0,0.0,0.0,2.6590254,0.0,0.0
MDAMB415,0.0,0.0,0.0,0.0,0.0,0.0,1.0730138,0.0,0.06459052,0.0,0.35777396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26719806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5862262,0.18819869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7498477,0.0,0.0,0.03248165,0.0,0.0,0.0,0.16527121,0.0,0.0,0.0,0.0,2.3981168,0.18713798,0.0,0.0,0.0,0.48876518,0.0,0.0,0.0,0.0,0.0,0.47341928,0.0,0.0,0.060395718,0.45761126,0.0,0.0,0.0,0.44004682,0.0,0.0,0.0,0.0,1.3191472,0.0,0.0,0.0,1.6761476,0.24429123,0.0,0.0,0.0,0.0,1.5412719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.588624,0.0,0.0,0.037893396,0.0,0.0,0.0,0.0,0.0,0.11282499,0.0,0.48786834,2.974702,3.7024393,1.4432125,0.0,0.0,0.0,0.0,0.0,0.788928,0.0,0.0,0.0,0.0,0.41473702,0.0,0.0,0.0,0.0,0.4837163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8531522,0.0,0.0,1.2405032,0.0,0.0,0.0,0.0,0.0,0.0,0.16156116,2.491443,0.0,0.0,0.43080515,0.0,0.0,0.0,0.0,0.0,3.716336,0.0,0.0,3.2230878,0.2131337,0.0,0.0,0.0,0.0,0.0,0.09381642,0.0,0.43268377,0.0,1.5839608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4927833,0.0,0.0,0.0,0.0,0.0975025,0.0,3.4617107,0.0,0.0,1.9438119,0.0,0.0,0.0,0.976028,1.1308252,0.0,0.0,2.699193,0.0,5.219752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09992096,1.439816,0.0,0.0,0.0,0.0,0.0,0.0,2.2315526,0.0,0.0,2.4101367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9119109,0.9534005,0.0,0.0,0.0,1.3161027,0.0,0.0,0.0,0.0,3.3276281,0.0,0.0,0.0,3.7075212,0.0,0.0,0.0,0.0,0.0,2.32711,0.0,0.0
